,MAE,SMAPE,RMSE
m3_other_dataset.tsf_T156.csv,43.68773623242958,2.2695556962106034,46.827833338918204
m3_other_dataset.tsf_T142.csv,32.87393798706671,0.7837515045819893,34.27517022728302
m3_other_dataset.tsf_T1.csv,339.5266890419438,5.3375610377245994,453.4639077664655
m3_other_dataset.tsf_T16.csv,24.915331885248893,0.5594445440148202,34.03771894977902
m3_other_dataset.tsf_T17.csv,33.3020773820616,0.9560238407561853,42.6576942231245
m3_other_dataset.tsf_T0.csv,35.96203318650779,0.8323884166222958,50.50096836681139
m3_other_dataset.tsf_T143.csv,49.35515926938946,0.8234273441214778,61.784342167224935
m3_other_dataset.tsf_T157.csv,28.234069028796316,1.8517369591732193,43.059814399665505
m3_other_dataset.tsf_T141.csv,48.485448381683646,2.9125539664996523,58.456332194028185
m3_other_dataset.tsf_T155.csv,53.341704034096765,1.381703636280879,59.81506090973745
m3_other_dataset.tsf_T169.csv,16.172701243739734,1.093441991730447,21.241090781878476
m3_other_dataset.tsf_T2.csv,1745.6805418444976,53.18814284439885,1877.753519581492
m3_other_dataset.tsf_T29.csv,67.99421903456447,1.2146144295039025,85.80640637236809
m3_other_dataset.tsf_T15.csv,31.450099940120968,0.3815086663479409,45.18570799317115
m3_other_dataset.tsf_T14.csv,49.513482774284704,0.6691281850779812,60.27466336453106
m3_other_dataset.tsf_T28.csv,87.12083166835237,1.063261919934164,107.01408314778568
m3_other_dataset.tsf_T3.csv,997.4802839545463,13.525960437850472,1125.664486624134
m3_other_dataset.tsf_T168.csv,35.94777917644881,1.4234941953924758,58.23758219240564
m3_other_dataset.tsf_T154.csv,57.535110418538224,0.6109998189050667,67.96835410458979
m3_other_dataset.tsf_T140.csv,30.990073525064872,0.9315380161619081,38.974410204495115
m3_other_dataset.tsf_T144.csv,12.83218589360961,1.1335540903405117,15.645525313752508
m3_other_dataset.tsf_T150.csv,20.35597441108033,1.0912946579070613,25.381660453188264
m3_other_dataset.tsf_T7.csv,28.81805680396701,0.5096414342639738,32.64846702688188
m3_other_dataset.tsf_T10.csv,42.56183243997891,0.6447664917127641,52.86404640746602
m3_other_dataset.tsf_T38.csv,281.3008580056585,6.911505002776517,352.4808377371895
m3_other_dataset.tsf_T39.csv,218.37326921213688,4.711367072005271,250.1143128680383
m3_other_dataset.tsf_T11.csv,13.988679956590074,0.203713906164668,16.37102225869647
m3_other_dataset.tsf_T6.csv,21.17264925816757,0.39942092163504633,25.741200354460634
m3_other_dataset.tsf_T151.csv,34.99924509382975,0.8935006350025831,43.441153687673264
m3_other_dataset.tsf_T145.csv,19.867826286105746,0.7986550198522836,22.711176633327415
m3_other_dataset.tsf_T153.csv,51.54550349309128,0.6022459665389065,60.464831529929924
m3_other_dataset.tsf_T147.csv,92.74700631550591,0.8873760905681014,122.9981408170309
m3_other_dataset.tsf_T4.csv,12.878894398745615,0.24264028774570273,14.984609605681953
m3_other_dataset.tsf_T13.csv,28.51891401219148,0.4273917672622906,33.597016803010014
m3_other_dataset.tsf_T12.csv,44.00085654170289,0.6657014263384736,51.51653608727441
m3_other_dataset.tsf_T5.csv,50.12982918479156,1.128943768148915,65.09479868318083
m3_other_dataset.tsf_T146.csv,24.65338153586322,1.7409478033491204,29.49670553904006
m3_other_dataset.tsf_T152.csv,14.501968158736824,1.360455252831192,21.11968935825871
m3_other_dataset.tsf_T135.csv,28.822803094144547,1.1340596759163266,32.34183818157279
m3_other_dataset.tsf_T121.csv,21.562097500509676,0.8180462938050737,29.117695128038957
m3_other_dataset.tsf_T109.csv,30.946414529531076,0.7030984816538108,36.59159585011511
m3_other_dataset.tsf_T49.csv,45.13786798608304,2.0996714211917946,69.45501022480536
m3_other_dataset.tsf_T61.csv,16.459579572391444,0.42410012306560424,20.66137592259541
m3_other_dataset.tsf_T75.csv,12.023481066284862,0.7762355224626892,16.27049439650729
m3_other_dataset.tsf_T74.csv,31.456794633507734,0.9739096142591787,36.97093800665772
m3_other_dataset.tsf_T60.csv,6.5406911867987025,0.5502589721781707,7.552655568303831
m3_other_dataset.tsf_T48.csv,40.617812171091565,1.8773072773053296,48.128153325742545
m3_other_dataset.tsf_T108.csv,36.41624834083392,0.964689212066048,42.93248501397492
m3_other_dataset.tsf_T120.csv,104.94867238103403,0.8039755934518948,121.23980561757377
m3_other_dataset.tsf_T134.csv,26.747452419300448,0.9525765953707123,37.03427082406544
m3_other_dataset.tsf_T122.csv,36.786019159373545,0.9223734013334098,55.28370785282469
m3_other_dataset.tsf_T136.csv,46.90707974903463,1.6728410058049192,57.99239247691572
m3_other_dataset.tsf_T89.csv,38.504518316010035,0.7731291341038666,42.982612137722015
m3_other_dataset.tsf_T76.csv,26.057543422696394,0.5527657710289507,31.580585480431772
m3_other_dataset.tsf_T62.csv,56.62597194913412,0.9006603968165166,72.86746590445561
m3_other_dataset.tsf_T63.csv,35.970349410847966,1.4688183661644771,41.51399517561148
m3_other_dataset.tsf_T77.csv,77.61212077815837,1.2832115772529054,88.13169154680014
m3_other_dataset.tsf_T88.csv,111.00888235926557,1.0175220648496697,116.48126283551605
m3_other_dataset.tsf_T137.csv,37.279500268325656,1.3327996805728726,42.316319142678154
m3_other_dataset.tsf_T123.csv,50.935677325369134,1.0111383881051252,66.53566716954201
m3_other_dataset.tsf_T127.csv,21.36960212575023,1.6968754061790023,28.952309323985872
m3_other_dataset.tsf_T133.csv,13.642381424033212,0.7233081461900736,27.38767491593319
m3_other_dataset.tsf_T98.csv,209.72592602847985,0.7699699713477787,251.34521449244684
m3_other_dataset.tsf_T73.csv,76.9178327657802,1.751381492315419,87.7284053739631
m3_other_dataset.tsf_T67.csv,43.15367471821953,0.5872362530761682,51.35974391811535
m3_other_dataset.tsf_T66.csv,39.24964359023735,0.368942984353452,56.10095892516035
m3_other_dataset.tsf_T72.csv,33.18715343207584,1.2072002998662723,42.534529034919835
m3_other_dataset.tsf_T99.csv,14.546200202946011,0.7338869315799315,17.336596536630847
m3_other_dataset.tsf_T132.csv,37.537088160193626,0.6557563120051093,43.02149365891472
m3_other_dataset.tsf_T126.csv,47.234829874690895,2.661515387699467,52.436611007137955
m3_other_dataset.tsf_T118.csv,27.160122584065448,1.2375508585519785,30.969947631136407
m3_other_dataset.tsf_T130.csv,12.960409839624324,1.1145485871626997,16.570654657256696
m3_other_dataset.tsf_T124.csv,65.64924679704083,2.4259402015018594,95.89867238698473
m3_other_dataset.tsf_T64.csv,20.165960619850043,1.6904105916149896,28.20512110571064
m3_other_dataset.tsf_T70.csv,40.669406178689705,0.989225799431311,48.82020434157805
m3_other_dataset.tsf_T58.csv,23.734253830510948,1.1196228478370784,26.64628026323531
m3_other_dataset.tsf_T59.csv,14.96359990935928,0.5238073919573064,17.098986803452416
m3_other_dataset.tsf_T71.csv,42.74619596298154,2.7441041144128624,71.64652528864539
m3_other_dataset.tsf_T65.csv,28.68447906168376,0.7791364218380287,34.06138803426028
m3_other_dataset.tsf_T125.csv,64.4191507134062,2.8171257921832513,96.46754993927631
m3_other_dataset.tsf_T131.csv,87.88223828436354,0.8756988972754939,120.08835161302804
